stid,hisei,hisced,famstruc,sex,hlang,wealth,m2m_p,m2m_s,wkp2019,hsl2019,hel2019,fts2019,sa3,brthplace_aust_2011_ce_p,brthplace_elsewhere_2011_ce_p,lsh_eng_only_2011_ce_p,lsh_oth_lan_2011_ce_p,med_tot_hh_inc_wee_c2011,average_hh_size_c2011,lfs_unem_lfw_c11_m,lfs_tot_lforc_c11_m,n_lforc_c11_m
1348,34,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.22,"1 No, never","1 No, never",984.76,1 Year 12,BA,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
1349,43,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,.38,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,10201,128118,25829,146679,8659,1090,2.5,2489,39769,19644
1350,44,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,30605,30212,5569,33498,2651,861,2.4,639,8816,4959
1351,54,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,2 Male,1 Language of test,.01,"1 No, never","1 No, never",1313.23,1 Year 12,No qual,3 Not studying,30907,63171,26288,83264,6556,1481,2.9,1591,25816,7060
1352,51,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,.6899999999999999,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,31603,37975,10092,46148,2366,983,2.3,1036,13233,5925
1353,53,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",1656.77,2 Year 11,Cert III/IV/Dip,3 Not studying,10801,24989,2925,27674,671,725,2.2,526,5528,5843
1354,56,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,2.39,"1 No, never","1 No, never",,1 Year 12,BA,2 Part-time,50301,40649,19971,52778,8068,2109,2.6,673,16770,6777
1355,29,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",1162.58,3 Year 10,No qual,3 Not studying,60203,31181,3534,34633,622,811,2.4,722,8715,5426
1356,59,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,1.78,"1 No, never","1 No, never",1333.36,1 Year 12,Cert III/IV/Dip,2 Part-time,10901,49015,5447,52252,2701,1008,2.4,821,14830,6123
1357,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.23,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,12504,57892,59005,56505,60350,1376,2.6,2001,35009,12433
1358,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",1069.51,1 Year 12,No qual,3 Not studying,10402,67038,10415,73953,4304,880,2.4,1693,18439,11476
1359,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.44,"1 No, never","2 Yes, once",2539.96,1 Year 12,Cert III/IV/Dip,3 Not studying,20301,14292,1726,15596,547,1257,2.8,151,4594,1558
1360,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",984.84,1 Year 12,BA,1 Full-time,10601,72040,5631,76536,1582,1181,2.6,1032,21220,9341
1361,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",1119.49,1 Year 12,BA,3 Not studying,12202,41670,12960,50693,4297,1818,2.7,513,15578,5480
1362,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.21,"2 Yes, once","2 Yes, once",,1 Year 12,BA,3 Not studying,31101,10332,1378,11499,256,939,2.6,190,2962,1545
1363,53,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,11103,128310,19141,136109,12679,1154,2.4,2486,40740,18618
1364,87,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.22,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,40303,45994,13661,51674,8352,1381,2.5,773,16435,7127
1365,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,.02,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,50604,60130,39647,76429,23232,1371,2.8,1507,29715,9526
1366,45,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.31,"1 No, never","1 No, never",,1 Year 12,BA,1 Full-time,50601,39620,18682,52782,6019,1309,2.7,910,17312,5288
1367,25,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,1.33,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,10102,41311,9235,44878,6042,1688,2.6,473,15856,4095
1368,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.46,"1 No, never","1 No, never",1387.32,1 Year 12,BA,3 Not studying,21102,19075,5685,20617,4229,1886,3,271,7295,2451
1369,77,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.98,"1 No, never","1 No, never",1612.44,1 Year 12,BA,3 Not studying,20804,26871,10725,28939,8806,1767,2.5,472,10856,3743
1370,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,3.44,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,20606,32597,16683,38469,11076,1697,2,697,16577,4496
1371,65,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,2.37,"2 Yes, once","1 No, never",225.91,1 Year 12,BA,3 Not studying,20701,107744,45022,115982,37463,1893,2.6,2009,43554,15975
1372,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.98,"1 No, never","1 No, never",1705.09,1 Year 12,BA,1 Full-time,40703,56319,7442,59200,4795,814,2.3,1066,16751,9378
1373,43,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.34,"2 Yes, once","2 Yes, once",10.66,1 Year 12,BA,3 Not studying,40102,54757,11207,62945,3157,1388,2.7,768,19328,6323
1374,41,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",1213.85,1 Year 12,BA,3 Not studying,11102,60164,7089,65424,2300,1061,2.6,972,16788,9707
1375,69,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,1.05,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,11203,67478,12783,77989,3122,845,2.4,1649,18390,12954
1376,45,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,0,"1 No, never","1 No, never",1016.92,1 Year 12,Cert III/IV/Dip,3 Not studying,31802,139883,23192,152671,10474,1381,2.6,2347,48225,14957
1377,69,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,50403,66121,31097,81106,16501,1457,2.8,1239,28853,7832
1378,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,40102,54757,11207,62945,3157,1388,2.7,768,19328,6323
1379,49,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,2 Another language,1,"1 No, never","1 No, never",1687.46,1 Year 12,Post-grad,3 Not studying,31905,35883,4234,39113,913,781,2.4,844,8590,7524
1380,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",3241.69,1 Year 12,BA,3 Not studying,50201,57685,20160,74651,3739,992,2.4,1279,19457,10835
1381,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",1314.7,1 Year 12,BA,1 Full-time,40304,119526,35139,145916,9707,1083,2.5,2650,42854,17675
1382,47,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.2,"2 Yes, once","1 No, never",1299.34,1 Year 12,BA,3 Not studying,12702,74622,92178,46183,122013,1046,3.2,3757,40672,23974
1383,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,.71,"1 No, never","1 No, never",,1 Year 12,Post-grad,3 Not studying,21205,82520,73119,84237,72379,1319,2.7,2661,42930,21327
1384,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,1.78,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,2 Part-time,10106,29778,2728,31793,1035,1068,2.5,364,8903,3661
1385,25,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.34,"2 Yes, once","2 Yes, once",1611.1,1 Year 12,BA,3 Not studying,11302,12358,1212,13232,452,923,2.4,188,3778,1806
1386,59,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",2240.84,1 Year 12,BA,3 Not studying,40102,54757,11207,62945,3157,1388,2.7,768,19328,6323
1387,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.71,"1 No, never","1 No, never",2596.27,1 Year 12,BA,3 Not studying,11302,12358,1212,13232,452,923,2.4,188,3778,1806
1388,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",3 Mixed,1 Female,2 Another language,0,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,11501,83256,46915,91198,39564,2139,3.1,1675,38055,11839
1389,65,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",149.39,1 Year 12,Cert III/IV/Dip,2 Part-time,50301,40649,19971,52778,8068,2109,2.6,673,16770,6777
1390,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,20701,107744,45022,115982,37463,1893,2.6,2009,43554,15975
1391,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,50403,66121,31097,81106,16501,1457,2.8,1239,28853,7832
1392,25,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,40202,58174,17457,68632,7613,891,2.6,1810,18763,9737
1393,53,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.45,"2 Yes, once","2 Yes, once",,1 Year 12,Cert III/IV/Dip,3 Not studying,12802,84679,17648,91667,11261,1812,2.9,1084,30510,9110
1394,50,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",2235.85,1 Year 12,BA,3 Not studying,50606,12866,4124,16107,757,1638,3,182,5024,1529
1395,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.98,"1 No, never","1 No, never",894.68,1 Year 12,BA,3 Not studying,20503,46571,7478,52182,2375,886,2.3,574,13985,7613
1396,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",3055.08,1 Year 12,BA,3 Not studying,30601,33833,10684,40882,3918,1343,2.6,729,13182,3619
1397,55,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,31802,139883,23192,152671,10474,1381,2.6,2347,48225,14957
1398,56,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",2646.66,1 Year 12,BA,3 Not studying,10102,41311,9235,44878,6042,1688,2.6,473,15856,4095
1399,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,2.39,"1 No, never","1 No, never",912.5700000000001,1 Year 12,No qual,2 Part-time,11101,100911,11017,108385,4663,1149,2.5,1560,29277,14578
1400,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,.4,"1 No, never","1 No, never",603,1 Year 12,BA,2 Part-time,40203,38088,19747,39402,18290,966,2.4,1109,15241,8287
1401,53,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.39,"1 No, never","1 No, never",80.54000000000001,1 Year 12,BA,3 Not studying,60401,41380,4056,45078,988,836,2.4,867,11191,6338
